"Age","Sex","Education","Veg","Fruit","Year","BMI"
22,"Female","No qualifications","No","No","2012",18.321844394087
40,"Female","No qualifications","Yes","Yes","2012",24.9143351098563
41,"Male","No qualifications","Yes","Yes","2012",23.9376843848662
75,"Male","Standard grade or equiv","Yes","Yes","2012",27.2949602585379
63,"Male","Degree or higher","Yes","No","2012",30.7351364613391
63,"Female","Higher grade or equiv","Yes","Yes","2012",45.686483920731
39,"Female","Degree or higher","Yes","Yes","2012",40.7844150608127
47,"Female","Standard grade or equiv","No","No","2012",25.7335771442265
46,"Male","No qualifications","Yes","Yes","2012",18.0301267026176
34,"Female","Higher grade or equiv","Yes","No","2012",20.6075960440145
68,"Male","No qualifications","Yes","Yes","2012",25.1147718066433
54,"Female","Degree or higher","Yes","Yes","2012",25.7771582012399
67,"Male","Higher grade or equiv","Yes","Yes","2012",30.905163851144
66,"Female","Degree or higher","Yes","Yes","2012",42.3528943466449
51,"Male","Standard grade or equiv","No","Yes","2012",25.899711461027
50,"Male","HNC/D or equiv","Yes","Yes","2012",25.6166751893248
41,"Female","HNC/D or equiv","Yes","No","2012",20.6795224977043
24,"Male","No qualifications","No","Yes","2012",30.1275420511697
46,"Female","Standard grade or equiv","Yes","Yes","2012",33.0725502816685
50,"Male","Degree or higher","Yes","Yes","2012",28.4005797334585
71,"Male","Standard grade or equiv","Yes","Yes","2012",36.0602936063575
63,"Female","Degree or higher","Yes","Yes","2012",21.7879208581264
66,"Male","No qualifications","Yes","Yes","2012",29.9970795036258
65,"Male","Standard grade or equiv","No","Yes","2012",30.6775828829621
73,"Male","Other school level","Yes","Yes","2012",26.2509440831119
46,"Male","Standard grade or equiv","No","No","2012",36.6149958450232
56,"Male","Higher grade or equiv","Yes","Yes","2012",24.8223166935679
42,"Female","Degree or higher","Yes","Yes","2012",32.2503459109682
49,"Male","HNC/D or equiv","Yes","No","2012",21.1707725659092
83,"Male","No qualifications","Yes","Yes","2012",29.8243049165384
79,"Female","Other school level","Yes","Yes","2012",27.0251367981256
34,"Female","Higher grade or equiv","Yes","Yes","2012",27.9392461289958
60,"Male","Higher grade or equiv","Yes","Yes","2012",26.0454594957022
44,"Female","HNC/D or equiv","Yes","Yes","2012",27.6897175916524
58,"Female","No qualifications","No","Yes","2012",30.8641975308642
81,"Female","Other school level","No","Yes","2012",28.4807624578629
50,"Female","No qualifications","No","Yes","2012",24.1683477710534
67,"Female","Other school level","Yes","Yes","2012",24.5389649018441
59,"Male","HNC/D or equiv","No","Yes","2012",26.4144999574859
56,"Female","No qualifications","Yes","Yes","2012",39.3514072165211
41,"Male","Higher grade or equiv","Yes","Yes","2012",30.1260310923815
61,"Female","Degree or higher","Yes","Yes","2012",26.6409178467305
72,"Male","Degree or higher","Yes","Yes","2012",30.6831065759637
22,"Male","Higher grade or equiv","Yes","No","2012",25.7544224765869
22,"Male","Higher grade or equiv","Yes","No","2012",24.1926092782267
22,"Female","Degree or higher","Yes","Yes","2012",40.8407936242765
27,"Female","Degree or higher","No","No","2012",22.4500887103591
25,"Male","Degree or higher","No","No","2012",20.6496799903393
59,"Female","Higher grade or equiv","Yes","Yes","2012",31.4755318961828
23,"Male","Degree or higher","Yes","Yes","2012",26.8342408770008
24,"Female","Degree or higher","Yes","Yes","2012",21.1861591634198
56,"Female","Degree or higher","Yes","Yes","2012",24.5421884209556
23,"Male","Degree or higher","Yes","Yes","2012",28.2792222954426
56,"Male","Standard grade or equiv","Yes","Yes","2012",28.0526807316632
54,"Female","Standard grade or equiv","Yes","No","2012",24.0682053483498
76,"Male","Degree or higher","No","Yes","2012",27.6081747944301
73,"Female","HNC/D or equiv","Yes","Yes","2012",34.7743816190764
50,"Male","Higher grade or equiv","Yes","Yes","2012",29.169033378997
47,"Female","Standard grade or equiv","Yes","Yes","2012",23.7660804366826
58,"Male","Standard grade or equiv","Yes","Yes","2012",23.781078985547
55,"Female","Higher grade or equiv","Yes","No","2012",22.38251041047
85,"Female","Degree or higher","Yes","Yes","2012",20.6689677843524
65,"Male","Degree or higher","Yes","Yes","2012",27.8000208414459
61,"Female","Higher grade or equiv","Yes","Yes","2012",18.8386190804626
58,"Female","No qualifications","No","Yes","2012",30.3254437869822
62,"Male","No qualifications","No","No","2012",28.099173553719
61,"Male","Degree or higher","Yes","No","2012",23.0148372531725
70,"Male","Standard grade or equiv","No","Yes","2012",31.6620304407807
62,"Female","Other school level","No","Yes","2012",29.5525996818262
64,"Male","Higher grade or equiv","Yes","Yes","2012",26.0663475873305
63,"Female","HNC/D or equiv","Yes","Yes","2012",25.941130469799
65,"Female","No qualifications","Yes","Yes","2012",28.4160169462792
63,"Male","Higher grade or equiv","Yes","Yes","2012",28.5684670666039
21,"Female","Standard grade or equiv","No","No","2012",19.7221309796883
60,"Female","No qualifications","Yes","Yes","2012",27.4431275126199
34,"Male","No qualifications","Yes","No","2012",20.063979013078
65,"Male","No qualifications","Yes","Yes","2012",33.3582106429654
53,"Male","Higher grade or equiv","Yes","No","2012",27.7068423623352
53,"Female","HNC/D or equiv","Yes","Yes","2012",23.5551269280308
56,"Female","Degree or higher","Yes","Yes","2012",22.6905265468607
42,"Female","No qualifications","No","No","2012",21.3052658383643
21,"Male","Higher grade or equiv","Yes","No","2012",22.2026866994573
19,"Female","HNC/D or equiv","Yes","No","2012",24.7133110756278
23,"Male","Higher grade or equiv","No","Yes","2012",26.9929404090565
22,"Female","Higher grade or equiv","Yes","No","2012",21.5553677092139
64,"Female","No qualifications","Yes","No","2012",24.2749559365486
49,"Female","Degree or higher","Yes","Yes","2012",18.6024812166613
67,"Male","Degree or higher","Yes","Yes","2012",25.7151352321461
35,"Female","Degree or higher","Yes","No","2012",22.7380276046246
88,"Female","Degree or higher","No","Yes","2012",33.6811679404272
41,"Male","Degree or higher","Yes","Yes","2012",25.5761225844075
39,"Female","Degree or higher","Yes","Yes","2012",22.3211042205858
78,"Male","Other school level","Yes","Yes","2012",32.6949738507971
25,"Female","Degree or higher","No","No","2012",25.5742698488873
75,"Female","Other school level","Yes","Yes","2012",37.6269651931986
74,"Female","Other school level","Yes","Yes","2012",18.7392100027511
83,"Female","Degree or higher","Yes","Yes","2012",26.4988145612957
65,"Male","Standard grade or equiv","Yes","Yes","2012",32.7398613980901
66,"Female","Standard grade or equiv","Yes","Yes","2012",29.9968201804195
48,"Female","Degree or higher","No","Yes","2012",49.7509343847364
67,"Male","No qualifications","Yes","Yes","2012",28.10240905479
67,"Female","No qualifications","Yes","Yes","2012",28.0446883523786
28,"Male","Standard grade or equiv","Yes","Yes","2012",37.6526110598133
73,"Female","Other school level","Yes","No","2012",28.3239665479048
31,"Female","Higher grade or equiv","Yes","Yes","2012",43.0910455255838
44,"Female","Degree or higher","Yes","Yes","2012",26.2536198750191
61,"Female","Degree or higher","Yes","Yes","2012",38.913870632999
73,"Male","Degree or higher","Yes","Yes","2012",25.6638921918351
59,"Female","Degree or higher","Yes","Yes","2012",28.0548191165537
71,"Female","Standard grade or equiv","Yes","Yes","2012",39.1299371346668
71,"Male","No qualifications","Yes","Yes","2012",29.8770485424214
64,"Female","Higher grade or equiv","Yes","Yes","2012",23.2001717128355
28,"Male","Degree or higher","Yes","No","2012",23.6836546044042
54,"Male","Higher grade or equiv","No","No","2012",24.8904016522929
81,"Female","No qualifications","Yes","Yes","2012",29.1861929957168
79,"Male","No qualifications","Yes","Yes","2012",27.4472687939427
70,"Male","Standard grade or equiv","Yes","Yes","2012",26.2691200498786
71,"Female","Higher grade or equiv","Yes","Yes","2012",26.5320739660259
60,"Female","No qualifications","Yes","Yes","2012",28.4259671790302
60,"Male","No qualifications","Yes","Yes","2012",29.640062891984
77,"Female","No qualifications","Yes","Yes","2012",20.580596716749
82,"Male","No qualifications","Yes","Yes","2012",31.6876776557563
43,"Male","Degree or higher","Yes","Yes","2012",28.6620915991545
61,"Female","No qualifications","Yes","Yes","2012",27.9170376660903
39,"Male","Degree or higher","Yes","Yes","2012",28.3056196487481
64,"Female","Higher grade or equiv","No","Yes","2012",22.5169571695308
45,"Female","Standard grade or equiv","No","No","2012",28.0399716995102
79,"Female","Higher grade or equiv","Yes","Yes","2012",25.8526181740386
50,"Female","No qualifications","No","No","2012",25.963636002246
49,"Male","No qualifications","No","No","2012",29.4464075382803
23,"Male","Standard grade or equiv","No","No","2012",18.1810544003361
78,"Male","No qualifications","Yes","Yes","2012",33.9925704678194
78,"Female","No qualifications","Yes","Yes","2012",30.2180136013641
65,"Male","No qualifications","Yes","No","2012",29.0666493635132
40,"Male","Higher grade or equiv","Yes","No","2012",26.6374631279241
54,"Female","Higher grade or equiv","Yes","No","2012",25.3395061728395
63,"Male","Higher grade or equiv","Yes","Yes","2012",20.3116084148632
46,"Male","No qualifications","Yes","No","2012",23.8352626758554
46,"Female","HNC/D or equiv","Yes","Yes","2012",25.4039115646259
85,"Female","No qualifications","Yes","Yes","2012",28.2411479322676
68,"Female","Degree or higher","Yes","Yes","2012",28.9517879695396
47,"Female","Standard grade or equiv","No","Yes","2012",24.2442572915804
61,"Female","Degree or higher","Yes","Yes","2012",25.022456272048
68,"Male","Higher grade or equiv","Yes","Yes","2012",25.5458161103816
67,"Female","Standard grade or equiv","Yes","Yes","2012",28.2419311839423
70,"Male","Degree or higher","Yes","Yes","2012",31.0472178314628
72,"Male","Degree or higher","Yes","Yes","2012",23.4142780927367
90,"Male","Higher grade or equiv","Yes","Yes","2012",24.9991246805084
62,"Female","Other school level","Yes","No","2012",33.0693849133129
60,"Male","Other school level","Yes","Yes","2012",42.1214918778109
86,"Male","Degree or higher","Yes","Yes","2012",28.3789378599119
44,"Male","HNC/D or equiv","Yes","Yes","2012",24.4101579926433
61,"Female","Other school level","No","Yes","2012",25.9673978503404
29,"Female","Degree or higher","Yes","Yes","2012",35.267824772439
32,"Male","Standard grade or equiv","No","Yes","2012",32.2592447185601
34,"Male","Standard grade or equiv","No","No","2012",21.4938489564406
41,"Female","No qualifications","No","Yes","2012",22.3396650326797
40,"Female","HNC/D or equiv","Yes","No","2012",28.868891719063
63,"Female","Standard grade or equiv","Yes","Yes","2012",33.8201397161322
30,"Male","Degree or higher","Yes","Yes","2012",32.3783570583384
35,"Female","Degree or higher","Yes","Yes","2012",28.227170970429
38,"Male","Degree or higher","Yes","No","2012",30.1065088757396
63,"Female","No qualifications","No","No","2012",38.2484113810506
35,"Male","Degree or higher","Yes","Yes","2012",25.6324605116948
35,"Female","Degree or higher","Yes","Yes","2012",29.4977801639506
68,"Male","No qualifications","Yes","No","2012",27.4546325655008
67,"Female","No qualifications","No","Yes","2012",38.8761706555671
72,"Female","Standard grade or equiv","Yes","Yes","2012",28.5804693321357
74,"Male","Degree or higher","Yes","Yes","2012",26.6054716913478
41,"Male","No qualifications","Yes","Yes","2012",26.1823638043819
49,"Female","Higher grade or equiv","No","Yes","2012",28.2231111205424
37,"Female","Degree or higher","Yes","Yes","2012",24.1519421842206
53,"Male","Higher grade or equiv","Yes","Yes","2012",22.7636772754143
49,"Female","Higher grade or equiv","Yes","No","2012",19.593401508928
64,"Female","Standard grade or equiv","Yes","Yes","2012",28.4889584308937
68,"Male","Higher grade or equiv","Yes","Yes","2012",23.2087680647351
73,"Male","Other school level","Yes","Yes","2012",29.443119232257
65,"Male","Standard grade or equiv","Yes","No","2012",31.633775359146
62,"Female","No qualifications","Yes","Yes","2012",33.8818827762317
58,"Male","Degree or higher","Yes","Yes","2012",30.3423463285297
40,"Female","Standard grade or equiv","Yes","No","2012",32.4376697699344
50,"Male","Standard grade or equiv","Yes","No","2012",42.184421175889
33,"Female","HNC/D or equiv","No","No","2012",35.1612539011916
34,"Male","Standard grade or equiv","No","Yes","2012",25.5904924004897
39,"Male","Higher grade or equiv","No","Yes","2012",27.3801902996908
39,"Female","Degree or higher","Yes","Yes","2012",35.3824938307447
16,"Male","Standard grade or equiv","Yes","Yes","2012",21.895656554819
32,"Female","Other school level","Yes","Yes","2012",19.3608400675923
60,"Female","No qualifications","Yes","Yes","2012",25.1644188719539
35,"Male","Degree or higher","Yes","No","2012",30.7260185752749
35,"Female","Degree or higher","No","Yes","2012",21.2053683027671
29,"Male","HNC/D or equiv","No","No","2012",17.7233383416505
79,"Male","No qualifications","Yes","Yes","2012",38.5033809089473
73,"Female","Other school level","No","Yes","2012",42.8009249868149
53,"Male","No qualifications","Yes","No","2012",30.3366536143009
32,"Female","Degree or higher","No","Yes","2012",29.4793730884745
56,"Male","Standard grade or equiv","No","No","2012",18.4804733727811
52,"Male","No qualifications","No","Yes","2012",29.8816564776023
68,"Female","No qualifications","Yes","Yes","2012",35.6333009394234
70,"Male","HNC/D or equiv","Yes","No","2012",17.645660347454
67,"Female","Other school level","Yes","No","2012",25.796081780154
50,"Female","Standard grade or equiv","No","No","2012",28.9149954511293
82,"Male","No qualifications","Yes","Yes","2012",25.9051560868802
52,"Female","Higher grade or equiv","Yes","Yes","2012",24.8535339962376
38,"Female","Degree or higher","Yes","Yes","2012",33.920183584926
40,"Male","Degree or higher","Yes","No","2012",31.8342124153428
30,"Male","Degree or higher","Yes","Yes","2012",29.3706849782413
36,"Female","Degree or higher","Yes","Yes","2012",22.8446359563626
68,"Male","Degree or higher","Yes","Yes","2012",27.2921422908488
67,"Female","Degree or higher","Yes","Yes","2012",26.6913687414266
20,"Male","Higher grade or equiv","Yes","Yes","2012",29.5987654320988
31,"Male","Degree or higher","Yes","No","2012",26.9479992723733
78,"Female","Higher grade or equiv","No","Yes","2012",27.4822207762043
86,"Male","No qualifications","No","Yes","2012",21.4475403748967
44,"Female","HNC/D or equiv","No","No","2012",43.8633198032054
62,"Male","HNC/D or equiv","Yes","Yes","2012",29.4350104741369
68,"Female","No qualifications","No","Yes","2012",26.9008434908926
74,"Male","No qualifications","No","Yes","2012",28.7391179241823
28,"Female","Higher grade or equiv","No","Yes","2012",34.1954832859524
40,"Female","No qualifications","No","No","2012",30.5420583308459
65,"Female","HNC/D or equiv","Yes","Yes","2012",27.1810132094644
55,"Female","Higher grade or equiv","Yes","No","2012",23.2621208508092
59,"Female","Standard grade or equiv","Yes","Yes","2012",34.1136574667041
43,"Male","No qualifications","Yes","Yes","2012",27.2527602672251
67,"Male","Degree or higher","Yes","Yes","2012",34.0404762881884
38,"Female","Higher grade or equiv","Yes","Yes","2012",26.0575924028943
46,"Male","Standard grade or equiv","No","Yes","2012",29.8093763682992
61,"Male","Degree or higher","Yes","Yes","2012",26.7403389825866
30,"Female","HNC/D or equiv","Yes","Yes","2012",20.5681532016208
86,"Male","No qualifications","Yes","Yes","2012",26.8964783162881
47,"Male","Degree or higher","Yes","Yes","2012",23.4249064427749
